observacao;regiao;target;escore
obs5894;SUL;0.0;0.9949
obs1415;SULDESTE;0.0;0.9993
obs12;SUL;0.0;0.9986
obs7166;SUL;0.0;0.9601
obs6623;CENTRO-OESTE;0.0;0.9978
obs7028;SULDESTE;0.0;0.9991
obs6978;NORDESTE;0.0;0.815
obs7467;SUL;0.0;0.9969
obs3236;CENTRO-OESTE;0.0;0.9934
obs6308;SUL;0.0;0.9467
obs4337;SULDESTE;0.0;0.9925
obs7542;NORDESTE;0.0;0.9399
obs3003;SUL;0.0;0.9937
obs5217;NORTE;0.0;0.9993
obs7898;NORDESTE;0.0;0.9326
obs8870;NORDESTE;0.0;0.999
obs7435;SULDESTE;0.0;0.9959
obs2254;SULDESTE;0.0;0.9595
obs2885;SULDESTE;0.0;0.9969
obs6550;NORDESTE;0.0;0.9937
obs9640;SUL;0.0;0.9917
obs3063;NORTE;0.0;0.9703
obs29;CENTRO-OESTE;0.0;0.9831
obs9813;SULDESTE;0.0;0.9933
obs4618;SUL;0.0;0.9955
obs4565;SUL;0.0;0.9996
obs6483;CENTRO-OESTE;0.0;0.9982
obs1177;SULDESTE;0.0;0.9974
obs7697;CENTRO-OESTE;0.0;0.9864
obs4750;NORDESTE;1.0;0.7831
obs4016;NORDESTE;0.0;0.9627
obs9636;NORTE;0.0;0.9998
obs5600;SULDESTE;0.0;0.9969
obs4877;NORDESTE;0.0;0.9925
obs9383;SUL;0.0;0.9704
obs3169;SUL;0.0;0.992
obs8502;CENTRO-OESTE;0.0;0.9738
obs2589;CENTRO-OESTE;0.0;0.9809
obs6020;NORDESTE;0.0;0.9994
obs579;SUL;0.0;0.9949
obs3971;SULDESTE;0.0;0.9811
obs7858;SULDESTE;0.0;0.9801
obs8318;CENTRO-OESTE;0.0;0.9675
obs6442;SUL;0.0;0.9976
obs8007;NORDESTE;0.0;0.9852
obs448;SULDESTE;0.0;0.9845
obs7851;SULDESTE;0.0;0.9914
obs410;SULDESTE;0.0;0.8918
obs6704;NORTE;0.0;0.9746
obs6900;SUL;0.0;0.8976
obs8915;SULDESTE;0.0;0.991
obs1104;SUL;0.0;0.9939
obs5856;SULDESTE;0.0;0.9955
obs4772;SUL;0.0;0.9986
obs5828;SUL;0.0;0.9962
obs7772;CENTRO-OESTE;0.0;0.962
obs8540;NORTE;0.0;0.9723
obs6451;NORDESTE;0.0;0.9977
obs7958;CENTRO-OESTE;0.0;0.9819
obs3448;CENTRO-OESTE;0.0;0.9427
obs4067;SUL;0.0;0.9928
obs9839;NORDESTE;0.0;0.994
obs5912;SULDESTE;0.0;0.9996
obs6590;SUL;0.0;0.9943
obs9193;NORTE;0.0;0.9526
obs6224;SUL;1.0;0.8998
obs2382;SUL;0.0;0.9961
obs785;NORDESTE;0.0;0.9949
obs433;NORDESTE;0.0;0.9146
obs9706;SUL;0.0;0.99
obs3634;SUL;0.0;0.9999
obs6392;SUL;0.0;0.9966
obs4402;NORDESTE;0.0;0.9844
obs8132;SULDESTE;0.0;0.9935
obs8361;CENTRO-OESTE;0.0;0.9742
obs3820;NORTE;0.0;0.9502
obs8096;SULDESTE;0.0;0.9587
obs4341;NORDESTE;0.0;0.862
obs6769;NORDESTE;0.0;0.9998
obs9916;SUL;0.0;0.8644
obs613;SULDESTE;0.0;0.9975
obs73;NORDESTE;0.0;0.9708
obs8576;SULDESTE;0.0;0.9992
obs4893;NORDESTE;0.0;0.9819
obs9775;SULDESTE;0.0;0.9992
obs5336;NORTE;0.0;0.986
obs9535;SULDESTE;0.0;0.9894
obs8203;SULDESTE;0.0;0.9844
obs598;SULDESTE;0.0;0.9872
obs8571;NORTE;0.0;0.992
obs7107;SUL;0.0;0.9975
obs1976;SULDESTE;0.0;0.9973
obs2793;SULDESTE;0.0;0.9786
obs3639;SULDESTE;0.0;0.998
obs938;SULDESTE;0.0;0.9995
obs4150;SULDESTE;0.0;0.9971
obs2468;SULDESTE;0.0;0.942
obs8444;CENTRO-OESTE;0.0;0.8972
obs8159;SULDESTE;0.0;0.9477
obs9702;SUL;0.0;0.8594
obs6600;SULDESTE;0.0;0.9979
obs8421;NORDESTE;0.0;0.9986
obs7950;NORDESTE;0.0;0.9995
obs9396;CENTRO-OESTE;0.0;0.9891
obs8106;SULDESTE;0.0;0.9984
obs2924;SULDESTE;0.0;0.9834
obs7288;SULDESTE;0.0;0.9743
obs1305;SULDESTE;0.0;0.9844
obs9869;SULDESTE;0.0;0.9992
obs6882;SULDESTE;0.0;0.9757
obs196;SULDESTE;0.0;0.9872
obs5448;SULDESTE;0.0;0.9937
obs2631;SULDESTE;0.0;0.9986
obs4118;SULDESTE;0.0;0.9703
obs7752;NORDESTE;0.0;0.9996
obs2463;CENTRO-OESTE;1.0;0.7233
obs7666;NORTE;0.0;0.9878
obs5569;SULDESTE;0.0;0.9994
obs2670;CENTRO-OESTE;0.0;0.9525
obs4107;SUL;0.0;0.9773
obs3595;NORDESTE;0.0;0.7509
obs730;SULDESTE;0.0;0.9976
obs4006;SULDESTE;0.0;0.9998
obs8383;SULDESTE;0.0;0.9938
obs3694;CENTRO-OESTE;0.0;0.9995
obs3412;NORDESTE;0.0;0.9992
obs7792;NORDESTE;0.0;0.9528
obs2717;NORDESTE;0.0;0.9991
obs1927;CENTRO-OESTE;0.0;0.9997
obs6073;SULDESTE;0.0;0.9996
obs8616;NORDESTE;0.0;0.9958
obs2056;CENTRO-OESTE;0.0;0.9533
obs4948;SULDESTE;0.0;0.9586
obs8605;NORDESTE;0.0;0.8859
obs5267;NORTE;0.0;0.9971
obs6990;NORDESTE;0.0;0.9782
obs7647;SUL;0.0;0.9975
obs7538;NORDESTE;0.0;0.9687
obs1221;NORDESTE;0.0;0.9927
obs991;SUL;0.0;0.9996
obs4192;SULDESTE;0.0;0.9785
obs133;SULDESTE;0.0;0.9996
obs8954;NORTE;0.0;0.9477
obs6361;SULDESTE;0.0;0.9972
obs4698;NORDESTE;0.0;0.9745
obs1810;SULDESTE;0.0;0.9761
obs3577;SULDESTE;0.0;0.9713
obs6747;CENTRO-OESTE;0.0;0.9769
obs9048;SULDESTE;1.0;0.9508
obs6606;CENTRO-OESTE;0.0;0.9863
obs7324;NORDESTE;0.0;0.9537
obs8853;SUL;0.0;0.9958
obs4988;CENTRO-OESTE;0.0;0.9728
obs6758;CENTRO-OESTE;0.0;0.9599
obs8566;SUL;0.0;0.8837
obs9515;SUL;0.0;0.972
obs8554;SUL;0.0;0.9538
obs8198;SUL;0.0;0.9664
obs4968;NORDESTE;0.0;0.813
obs2184;SUL;0.0;0.9661
obs3464;SULDESTE;0.0;0.9893
obs5261;NORTE;0.0;0.9935
obs7824;NORDESTE;0.0;0.9955
obs8070;SULDESTE;0.0;0.9988
obs6588;NORDESTE;0.0;0.9811
obs1235;NORDESTE;0.0;0.9991
obs4281;NORTE;0.0;0.9602
obs9933;NORDESTE;0.0;0.9851
obs6241;NORDESTE;1.0;0.9493
obs1197;NORDESTE;0.0;0.9321
obs9040;CENTRO-OESTE;0.0;0.9847
obs4232;SUL;0.0;0.99
obs6659;SULDESTE;0.0;0.9643
obs7274;SULDESTE;0.0;0.9999
obs1586;SULDESTE;0.0;0.9996
obs1417;SULDESTE;0.0;0.9999
obs5990;CENTRO-OESTE;0.0;0.9995
obs4761;SULDESTE;0.0;0.9993
obs2903;CENTRO-OESTE;0.0;0.9246
obs3993;SUL;0.0;0.9992
obs4306;SULDESTE;0.0;0.9655
obs4718;SUL;0.0;0.9965
obs2456;NORDESTE;0.0;0.9994
obs5655;SULDESTE;0.0;0.9967
obs7057;NORDESTE;0.0;0.9189
obs3802;SULDESTE;0.0;0.9842
obs7583;NORDESTE;0.0;0.9489
obs3801;SULDESTE;0.0;0.9899
obs6508;SUL;0.0;0.9923
obs5513;NORDESTE;1.0;0.811
obs1584;SULDESTE;0.0;0.9947
obs7906;NORDESTE;0.0;0.9723
obs6523;SULDESTE;0.0;0.9899
obs4304;SULDESTE;0.0;0.9993
obs3442;SUL;0.0;0.9915
obs2524;SULDESTE;0.0;0.9745
obs8633;SUL;0.0;0.9974
obs8886;CENTRO-OESTE;0.0;0.9873
obs2017;NORDESTE;0.0;0.9619
obs878;NORDESTE;0.0;0.8568
obs5324;CENTRO-OESTE;0.0;0.9874
obs514;SULDESTE;0.0;0.9991
obs3550;NORTE;0.0;0.9366
obs2776;SULDESTE;0.0;0.9892
obs8704;SUL;0.0;0.9888
obs8851;SULDESTE;0.0;0.9994
obs1992;NORDESTE;1.0;0.834
obs4850;CENTRO-OESTE;0.0;0.981
obs4728;SUL;0.0;0.992
obs1320;SULDESTE;0.0;0.9993
obs5478;CENTRO-OESTE;0.0;0.9983
obs1293;CENTRO-OESTE;0.0;0.908
obs6111;SULDESTE;0.0;0.9997
obs2470;SUL;0.0;0.9926
obs7055;SUL;0.0;0.9926
obs7130;SULDESTE;0.0;0.964
obs2748;NORDESTE;0.0;0.7268
obs1932;SULDESTE;0.0;0.9482
obs7561;SULDESTE;0.0;0.9823
obs5708;CENTRO-OESTE;0.0;0.9685
obs6048;SULDESTE;0.0;0.997
obs174;NORDESTE;0.0;0.9578
obs1029;SUL;0.0;0.9799
obs6141;SULDESTE;0.0;0.9942
obs3835;SUL;0.0;0.9918
obs7474;SUL;0.0;0.9939
obs5288;CENTRO-OESTE;0.0;0.8275
obs7535;CENTRO-OESTE;0.0;0.9623
obs1362;CENTRO-OESTE;0.0;0.998
obs9225;CENTRO-OESTE;0.0;0.9776
obs2372;SUL;0.0;0.9667
obs3785;SUL;0.0;0.9747
obs3168;NORDESTE;0.0;0.9979
obs4068;SUL;0.0;0.8745
obs7426;SULDESTE;0.0;0.9889
obs8843;SULDESTE;0.0;0.9922
obs802;SULDESTE;0.0;0.9937
obs9310;SULDESTE;0.0;0.9908
obs7231;SULDESTE;0.0;0.9971
obs4747;CENTRO-OESTE;0.0;0.8124
obs682;NORDESTE;0.0;0.9295
obs1692;NORDESTE;0.0;0.9964
obs7602;SUL;0.0;0.9967
obs2063;CENTRO-OESTE;0.0;0.9671
obs8653;CENTRO-OESTE;0.0;0.9809
obs1557;NORDESTE;0.0;0.9896
obs321;SULDESTE;0.0;0.9759
obs7961;SULDESTE;0.0;0.9602
obs7187;SULDESTE;0.0;0.9949
obs2194;NORDESTE;0.0;0.9995
obs347;CENTRO-OESTE;0.0;0.9664
obs8493;SULDESTE;0.0;0.993
obs2951;SULDESTE;0.0;0.9947
obs4179;SULDESTE;0.0;0.9819
obs7997;SUL;0.0;0.9733
obs2788;NORTE;0.0;0.9794
obs6332;NORDESTE;0.0;0.9964
obs6153;CENTRO-OESTE;0.0;0.9989
obs2561;NORDESTE;0.0;0.8534
obs2580;NORDESTE;0.0;0.9829
obs7392;SUL;0.0;0.9702
obs9530;NORDESTE;0.0;0.9479
obs4709;SULDESTE;0.0;0.9984
obs7252;NORDESTE;0.0;0.992
obs5674;SULDESTE;0.0;0.9962
obs3864;SUL;0.0;0.9995
obs5285;SUL;0.0;0.8918
obs3335;SULDESTE;0.0;0.9953
obs8211;CENTRO-OESTE;0.0;0.9411
obs1643;NORDESTE;0.0;0.9837
obs4194;NORTE;0.0;0.9973
obs6112;SULDESTE;0.0;0.981
obs3818;SULDESTE;0.0;0.9963
obs9257;NORTE;0.0;0.9931
obs4243;SULDESTE;0.0;0.9885
obs1601;NORTE;0.0;0.9943
obs6192;SULDESTE;0.0;0.992
obs5703;SULDESTE;0.0;0.996
obs8982;SUL;0.0;0.9976
obs4816;CENTRO-OESTE;0.0;0.8457
obs9282;NORDESTE;0.0;0.9989
obs4765;SULDESTE;0.0;0.9766
obs8202;SUL;0.0;0.9946
obs596;SULDESTE;0.0;0.9996
obs7395;SULDESTE;0.0;0.9998
obs8994;SUL;0.0;0.9958
obs8436;NORDESTE;0.0;0.9312
obs5390;SUL;0.0;0.99
obs83;CENTRO-OESTE;0.0;0.9144
obs22;NORDESTE;0.0;0.9967
obs8121;NORTE;0.0;0.9947
obs8069;NORDESTE;0.0;0.9872
obs4518;CENTRO-OESTE;0.0;0.9578
obs6680;CENTRO-OESTE;0.0;0.9914
obs7990;SULDESTE;0.0;0.9671
obs8114;SULDESTE;0.0;0.9969
obs9067;SULDESTE;0.0;0.9525
obs9612;SULDESTE;0.0;0.9995
obs3093;NORDESTE;0.0;0.9958
obs1778;SUL;0.0;0.9625
obs1939;SUL;0.0;0.9646
obs456;SUL;0.0;0.9756
obs1268;SULDESTE;0.0;0.9999
obs9503;NORDESTE;0.0;0.9597
obs5562;SULDESTE;0.0;0.9986
obs4193;SULDESTE;0.0;0.9968
obs1773;SULDESTE;0.0;0.9881
obs7544;SUL;0.0;0.8847
obs6853;SULDESTE;0.0;0.9885
obs5245;SUL;0.0;0.9985
obs7248;NORTE;0.0;0.9975
obs5764;SULDESTE;0.0;0.9989
obs8308;NORDESTE;0.0;0.9816
obs6989;SUL;0.0;0.7515
obs2440;NORDESTE;0.0;0.9997
obs8750;SUL;0.0;0.9705
obs7972;NORDESTE;1.0;0.6746
obs81;SULDESTE;0.0;0.9834
obs4732;SULDESTE;0.0;0.9994
obs4440;NORDESTE;0.0;0.8907
obs1082;SULDESTE;0.0;0.9998
obs8367;SULDESTE;0.0;0.9973
obs8001;SUL;0.0;0.9855
obs4478;SULDESTE;0.0;0.9444
obs5358;CENTRO-OESTE;0.0;0.9995
obs1770;SULDESTE;0.0;0.9965
obs8958;SULDESTE;0.0;0.9975
obs1711;SUL;0.0;0.9772
obs6258;SULDESTE;0.0;0.9997
obs4347;SUL;0.0;0.9443
obs5125;NORDESTE;0.0;0.958
obs3250;CENTRO-OESTE;0.0;0.936
obs8610;SULDESTE;0.0;0.9719
obs6614;SUL;1.0;0.9893
obs6884;NORTE;0.0;0.9979
obs1807;NORDESTE;0.0;0.9983
obs5833;SULDESTE;0.0;0.9739
obs1726;SULDESTE;0.0;0.9885
obs1579;SULDESTE;0.0;0.983
obs8168;SUL;0.0;0.9944
obs4689;NORDESTE;0.0;0.9843
obs5889;SUL;0.0;0.9929
obs7757;SUL;0.0;0.998
obs5541;NORTE;0.0;0.9884
obs7375;NORDESTE;0.0;0.9993
obs9297;CENTRO-OESTE;0.0;0.9921
obs3086;CENTRO-OESTE;0.0;0.994
obs7132;SULDESTE;0.0;0.992
obs9720;SUL;0.0;0.9338
obs2192;SULDESTE;0.0;0.9596
obs1752;SULDESTE;0.0;0.9976
obs8043;SULDESTE;0.0;0.9949
obs629;SULDESTE;0.0;0.9878
obs5046;SULDESTE;0.0;0.968
obs4188;SULDESTE;0.0;0.9998
obs2341;NORTE;0.0;0.9966
obs6247;SULDESTE;0.0;0.9954
obs7795;SUL;0.0;0.9991
obs7579;NORDESTE;0.0;0.991
obs8761;SULDESTE;0.0;0.9873
obs1852;NORTE;0.0;0.9776
obs955;SULDESTE;0.0;0.9955
obs1626;NORDESTE;0.0;0.9994
obs9336;SUL;0.0;0.9995
obs989;SUL;0.0;0.9797
obs7656;SUL;0.0;0.9638
obs2566;CENTRO-OESTE;0.0;0.9793
obs8821;SULDESTE;0.0;0.9433
obs6514;CENTRO-OESTE;0.0;0.9765
obs8951;SUL;0.0;0.9952
obs3398;SULDESTE;0.0;0.9988
obs6372;NORDESTE;0.0;0.9381
obs7510;CENTRO-OESTE;0.0;0.9064
obs4278;NORDESTE;0.0;0.9976
obs3638;SULDESTE;0.0;0.9667
obs9183;CENTRO-OESTE;0.0;0.9985
obs2046;NORDESTE;0.0;0.8445
obs8701;SULDESTE;0.0;0.9925
obs8473;SULDESTE;0.0;0.9918
obs7156;SULDESTE;0.0;0.9992
obs4760;NORDESTE;0.0;0.993
obs2354;SUL;0.0;0.9953
obs5739;SULDESTE;0.0;0.992
obs4868;NORDESTE;0.0;0.9763
obs7480;NORTE;0.0;0.9433
obs946;CENTRO-OESTE;0.0;0.9945
obs7941;NORDESTE;1.0;0.9365
obs7348;SUL;0.0;0.9778
obs7696;NORDESTE;0.0;0.9135
obs3529;SULDESTE;0.0;0.9821
obs9367;CENTRO-OESTE;0.0;0.9789
obs6746;SULDESTE;0.0;0.999
obs9924;SULDESTE;0.0;0.9869
obs5304;SULDESTE;0.0;0.9998
obs1776;NORDESTE;0.0;0.9793
obs4649;SUL;0.0;0.8924
obs9617;SUL;0.0;0.999
obs5063;NORTE;0.0;0.999
obs3201;SULDESTE;0.0;0.9877
obs1248;CENTRO-OESTE;0.0;0.9125
obs7110;NORDESTE;0.0;0.9998
obs4702;NORDESTE;0.0;0.9492
obs7935;SUL;0.0;0.9656
obs3844;NORTE;0.0;0.9974
obs8562;NORTE;0.0;0.9994
obs717;SUL;0.0;0.9818
obs5272;NORTE;0.0;0.9989
obs7217;SUL;0.0;0.9906
obs4261;SULDESTE;0.0;0.9965
obs8173;CENTRO-OESTE;0.0;0.9974
obs8667;SULDESTE;0.0;0.9989
obs8518;NORDESTE;0.0;0.9902
obs2922;SULDESTE;0.0;0.9928
obs2337;SUL;0.0;0.8239
obs581;NORDESTE;0.0;0.7164
obs9392;SULDESTE;0.0;0.9997
obs6398;NORDESTE;0.0;0.9525
obs2618;SULDESTE;0.0;0.9955
obs2034;CENTRO-OESTE;0.0;0.9262
obs4789;SULDESTE;0.0;0.9963
obs8386;SULDESTE;0.0;0.9931
obs9097;SULDESTE;0.0;0.9998
obs7094;CENTRO-OESTE;0.0;0.9893
obs3472;NORTE;0.0;0.9969
obs8520;SULDESTE;0.0;0.9721
obs5417;SULDESTE;0.0;0.9998
obs5772;SULDESTE;0.0;0.9778
obs2158;SULDESTE;0.0;0.9724
obs1208;SULDESTE;0.0;0.9755
obs2815;NORDESTE;0.0;0.954
obs7770;SUL;0.0;0.9925
obs2917;CENTRO-OESTE;0.0;0.9929
obs6200;NORDESTE;0.0;0.9682
obs4675;SULDESTE;0.0;0.9911
obs4526;NORTE;0.0;0.9767
obs9762;SULDESTE;0.0;0.9994
obs6041;SULDESTE;0.0;0.9996
obs9369;CENTRO-OESTE;0.0;0.9601
obs7221;SUL;0.0;0.9903
obs6407;SUL;0.0;0.9225
obs4106;SULDESTE;0.0;0.999
obs4333;SULDESTE;0.0;0.9997
obs4773;NORDESTE;0.0;0.9506
obs9166;CENTRO-OESTE;0.0;0.9905
obs8352;SULDESTE;0.0;0.8983
obs3032;NORDESTE;0.0;0.9759
obs806;SULDESTE;0.0;0.901
obs6305;SUL;0.0;0.9995
obs5198;SULDESTE;0.0;0.9879
obs8246;SUL;0.0;0.9953
obs8375;NORDESTE;0.0;0.9945
obs8310;SULDESTE;0.0;0.9642
obs1123;SULDESTE;0.0;0.9998
obs9472;SULDESTE;0.0;0.9997
obs7365;NORDESTE;0.0;0.9334
obs8285;NORDESTE;0.0;0.9971
obs2513;SULDESTE;0.0;0.9949
obs2539;SULDESTE;0.0;0.9998
obs5973;SULDESTE;0.0;0.9304
obs9399;CENTRO-OESTE;0.0;0.9224
obs2677;SULDESTE;0.0;0.883
obs7092;SUL;0.0;0.9997
obs3041;NORDESTE;0.0;0.9528
obs8933;SUL;0.0;0.993
obs6526;SUL;0.0;0.9938
obs4426;NORTE;0.0;0.9906
obs190;CENTRO-OESTE;1.0;0.8736
obs2837;NORTE;0.0;0.9212
obs2771;NORDESTE;0.0;0.9955
obs1070;SULDESTE;0.0;0.9993
obs4130;SULDESTE;0.0;0.9686
obs485;SUL;0.0;0.9391
obs4594;SULDESTE;0.0;0.993
obs2617;SUL;0.0;0.9721
obs4427;SULDESTE;0.0;0.9993
obs5325;SULDESTE;0.0;0.9471
obs7831;NORDESTE;0.0;0.9984
obs8510;NORDESTE;0.0;0.9948
obs699;SULDESTE;0.0;0.999
obs2065;SULDESTE;0.0;0.9867
obs1416;CENTRO-OESTE;0.0;0.9482
obs2454;NORDESTE;0.0;0.9951
obs2376;NORDESTE;0.0;0.9899
obs7040;SULDESTE;0.0;0.9918
obs4918;SUL;0.0;0.9682
obs6725;SULDESTE;0.0;0.9795
obs4659;SUL;0.0;0.8531
obs2817;SULDESTE;0.0;0.9748
obs7305;NORDESTE;0.0;0.9994
obs1797;CENTRO-OESTE;0.0;0.9966
obs4923;SULDESTE;0.0;0.9733
obs3094;NORTE;0.0;0.9961
obs8360;NORTE;0.0;0.9901
obs6677;NORDESTE;0.0;0.9847
obs2226;NORDESTE;0.0;0.9766
obs8865;CENTRO-OESTE;0.0;0.9952
obs8723;SULDESTE;0.0;0.9763
obs261;SULDESTE;0.0;0.9538
obs7690;SUL;0.0;0.897
obs9105;NORDESTE;0.0;0.9893
obs1609;NORDESTE;0.0;0.9966
obs2021;CENTRO-OESTE;0.0;0.9526
obs5578;SULDESTE;0.0;0.9757
obs4947;SULDESTE;0.0;0.9999
obs124;CENTRO-OESTE;0.0;0.906
obs553;SUL;0.0;0.9928
obs5943;NORDESTE;0.0;0.9618
obs3670;SULDESTE;0.0;0.9868
obs6904;CENTRO-OESTE;0.0;0.964
obs6729;CENTRO-OESTE;0.0;0.9802
obs5453;SUL;0.0;0.9863
obs5391;NORDESTE;0.0;0.9762
obs6460;NORDESTE;0.0;0.9879
obs7821;SULDESTE;0.0;0.9641
obs775;NORTE;0.0;0.9203
obs6296;NORDESTE;0.0;0.9937
obs7119;SUL;0.0;0.9989
obs3589;SUL;0.0;0.9899
obs2203;NORDESTE;0.0;0.9951
obs2757;NORDESTE;0.0;0.9693
obs3811;CENTRO-OESTE;0.0;0.9521
obs2168;NORDESTE;0.0;0.9841
obs7756;SULDESTE;0.0;0.9972
obs289;SUL;0.0;0.9841
obs5819;SULDESTE;0.0;0.9831
obs3840;SULDESTE;0.0;0.999
obs2883;CENTRO-OESTE;0.0;0.9363
obs3198;SULDESTE;0.0;0.9993
obs5826;SULDESTE;0.0;0.9998
obs5745;SUL;0.0;0.9998
obs8433;SULDESTE;0.0;0.9997
obs1879;NORDESTE;0.0;0.9672
obs1146;SULDESTE;0.0;0.971
obs1057;SULDESTE;0.0;0.9787
obs6632;SULDESTE;0.0;0.9991
obs8845;SULDESTE;0.0;0.9963
obs3178;NORTE;0.0;0.9838
obs7031;CENTRO-OESTE;0.0;0.9887
obs2343;CENTRO-OESTE;0.0;0.9121
obs5563;SULDESTE;0.0;0.9999
obs1500;SUL;0.0;0.9847
obs4196;SULDESTE;0.0;0.9971
obs3098;SULDESTE;0.0;0.8908
obs1265;SUL;0.0;0.8628
obs5645;SULDESTE;0.0;0.9909
obs5036;SULDESTE;0.0;0.9985
obs1887;NORDESTE;0.0;0.9802
obs1543;SUL;0.0;0.9978
obs4691;NORTE;0.0;0.948
obs9316;SUL;0.0;0.964
obs4595;SUL;0.0;0.9433
obs6831;SULDESTE;0.0;0.9993
obs6454;CENTRO-OESTE;0.0;0.9994
obs3797;SULDESTE;0.0;0.984
obs6102;SULDESTE;0.0;0.9993
obs5456;SULDESTE;0.0;0.9996
obs2873;NORDESTE;0.0;0.9945
obs815;NORDESTE;0.0;0.9681
obs8907;NORDESTE;0.0;0.9837
obs3824;CENTRO-OESTE;0.0;0.8967
obs8879;NORDESTE;0.0;0.8897
obs8302;SUL;0.0;0.9897
obs3880;NORDESTE;0.0;0.9626
obs1729;SULDESTE;0.0;0.9998
obs6269;NORTE;0.0;0.9994
obs6967;NORDESTE;0.0;0.9532
obs4045;NORDESTE;0.0;0.9394
obs1232;SUL;0.0;0.953
obs2390;SULDESTE;0.0;0.9927
obs225;NORTE;0.0;0.9998
obs2797;SULDESTE;0.0;0.9844
obs8097;SUL;0.0;0.9859
obs7227;NORTE;0.0;0.9579
obs3377;SULDESTE;0.0;0.9994
obs1950;SULDESTE;0.0;0.9811
obs8044;SULDESTE;0.0;0.9945
obs57;CENTRO-OESTE;0.0;0.8541
obs904;SULDESTE;0.0;0.9649
obs8431;NORTE;0.0;0.9968
obs7387;NORDESTE;0.0;0.995
obs6673;SUL;0.0;0.964
obs3750;SUL;0.0;0.9295
obs7466;NORTE;0.0;0.8906
obs28;NORDESTE;0.0;0.9895
obs7715;SULDESTE;0.0;0.9302
obs9095;NORDESTE;0.0;0.9835
obs6170;NORDESTE;0.0;0.8993
obs661;SUL;0.0;0.9583
obs994;SUL;0.0;0.9878
obs4978;NORTE;0.0;0.9537
obs3548;NORDESTE;1.0;0.7692
obs8107;NORTE;0.0;0.9956
obs8252;NORTE;1.0;0.9598
obs1236;NORDESTE;0.0;0.9992
obs4297;NORDESTE;0.0;0.9976
obs3914;SULDESTE;0.0;0.9917
obs5785;SULDESTE;0.0;0.9927
obs7971;SUL;0.0;0.9955
obs5;SULDESTE;0.0;0.9207
obs6617;SULDESTE;0.0;0.9756
obs2278;SULDESTE;0.0;0.9965
obs3180;NORTE;0.0;0.9777
obs8172;NORDESTE;0.0;0.9573
obs4241;CENTRO-OESTE;1.0;0.9063
obs8072;CENTRO-OESTE;0.0;0.9103
obs7562;SUL;0.0;0.9927
obs2024;CENTRO-OESTE;0.0;0.8629
obs5941;NORDESTE;0.0;0.9623
obs465;NORTE;0.0;0.9375
obs3563;NORDESTE;0.0;0.9968
obs5526;NORDESTE;0.0;0.8838
obs1610;SUL;0.0;0.9759
obs939;SUL;0.0;0.9998
obs6070;SULDESTE;0.0;0.9962
obs1002;SUL;0.0;0.9426
obs4543;CENTRO-OESTE;0.0;0.9507
obs1733;NORTE;0.0;0.9692
obs9381;NORTE;0.0;0.9608
obs704;SULDESTE;0.0;0.9952
obs7866;NORDESTE;0.0;0.9774
obs853;SULDESTE;0.0;0.9841
obs2828;NORDESTE;0.0;0.9961
obs248;NORDESTE;0.0;0.9999
obs3383;CENTRO-OESTE;0.0;0.9854
obs582;NORDESTE;0.0;0.9972
obs4566;SUL;0.0;0.9946
obs8741;NORDESTE;0.0;0.9847
obs8208;NORDESTE;0.0;0.9577
obs8864;SULDESTE;0.0;0.9987
obs9275;SULDESTE;0.0;0.9941
obs266;NORTE;0.0;0.9915
obs5434;SULDESTE;0.0;0.998
obs6515;SULDESTE;0.0;0.9988
obs9540;NORDESTE;0.0;0.8433
obs900;SUL;0.0;0.9981
obs9150;SUL;0.0;0.9403
obs1463;SULDESTE;0.0;0.9624
obs1133;SUL;0.0;0.9971
obs3910;SULDESTE;0.0;0.9734
obs3034;SULDESTE;0.0;0.9757
obs9559;NORTE;0.0;0.9993
obs1719;NORDESTE;0.0;0.9895
obs6841;NORTE;0.0;0.9714
obs2157;SULDESTE;0.0;0.9113
obs4161;SULDESTE;0.0;0.9991
obs3974;CENTRO-OESTE;0.0;0.9825
obs1590;SUL;0.0;0.9403
obs1978;SULDESTE;0.0;0.9928
obs511;SUL;0.0;0.9941
obs8415;SULDESTE;0.0;0.9938
obs1824;SULDESTE;0.0;0.955
obs9836;SUL;0.0;0.9993
obs6459;SULDESTE;0.0;0.9865
obs2728;CENTRO-OESTE;0.0;0.9375
obs959;NORDESTE;0.0;0.9772
obs3547;SULDESTE;0.0;0.9773
obs3895;SUL;0.0;0.9993
obs8904;SULDESTE;0.0;0.9972
obs692;SULDESTE;0.0;0.9998
obs7686;SULDESTE;0.0;0.9891
obs7259;NORDESTE;0.0;0.9504
obs3612;NORDESTE;0.0;0.9247
obs2247;NORDESTE;0.0;0.9944
obs3280;SULDESTE;0.0;0.9894
obs2713;SULDESTE;0.0;0.9998
obs826;SUL;0.0;0.9983
obs4209;NORTE;0.0;0.9913
obs9004;SULDESTE;0.0;0.9693
obs97;NORDESTE;0.0;0.9955
obs3044;SUL;1.0;0.823
obs2020;SUL;0.0;0.9847
obs9106;NORDESTE;0.0;0.9078
obs8479;SULDESTE;0.0;0.9999
obs208;SULDESTE;0.0;0.9618
obs5544;NORTE;0.0;0.8298
obs8071;CENTRO-OESTE;1.0;0.7965
obs708;CENTRO-OESTE;0.0;0.9373
obs3325;SULDESTE;0.0;0.9992
obs5168;NORDESTE;0.0;0.9783
obs7896;SULDESTE;0.0;0.9917
